OTU,Climatic_distance,Genetic_distance,Geographic_distance,group
atlas_gr_cluster_6,1246.00361155175,0.655172413793103,94.2465306303736,atlas_gr
atlas_gr_cluster_6,1259.01350270758,0.653846153846154,94.6140242046625,atlas_gr
atlas_gr_cluster_6,13.9283882771841,0.303030303030303,0.37040266830085,atlas_gr
atlas_gr_cluster_5,537.781554164886,0.685714285714286,311.744197747037,atlas_gr
atlas_gr_cluster_5,433.208956509442,0.555555555555556,870.506429482239,atlas_gr
atlas_gr_cluster_5,3093.42884191636,0.852941176470588,922.268275922919,atlas_gr
atlas_gr_cluster_5,3101.33664731838,0.894736842105263,925.243105440421,atlas_gr
atlas_gr_cluster_5,1887.02358225858,0.96875,1008.27652366995,atlas_gr
atlas_gr_cluster_5,135.199852070925,0.111111111111111,633.328791725625,atlas_gr
atlas_gr_cluster_5,2564.82455540335,0.476190476190476,1112.31526096789,atlas_gr
atlas_gr_cluster_5,2572.46068968993,0.369565217391304,1114.81209978535,atlas_gr
atlas_gr_cluster_5,1360.26798830231,0.447368421052632,1068.02709195593,atlas_gr
atlas_gr_cluster_5,2664.62042324981,0.363636363636364,1232.42193772766,atlas_gr
atlas_gr_cluster_5,2672.57796892813,0.3125,1233.39331818898,atlas_gr
atlas_gr_cluster_5,1458.96333058785,0.425,933.670573069824,atlas_gr
atlas_gr_cluster_5,12.1243556529821,0.222222222222222,3.37783039661366,atlas_gr
atlas_gr_cluster_5,1206.45265137095,0.351351351351351,468.968340843788,atlas_gr
atlas_gr_cluster_5,1214.40479248066,0.390243902439024,467.558676981126,atlas_gr
atlas_gr_cluster_4,0,0.0253164556962025,0,atlas_gr
atlas_gr_cluster_4,0,0.0135135135135135,0,atlas_gr
atlas_gr_cluster_4,537.781554164886,0.977611940298508,311.744197747037,atlas_gr
atlas_gr_cluster_4,537.781554164886,1.14782608695652,311.744197747037,atlas_gr
atlas_gr_cluster_4,537.781554164886,0.975806451612903,311.744197747037,atlas_gr
atlas_gr_cluster_4,537.781554164886,0.721804511278195,311.744197747037,atlas_gr
atlas_gr_cluster_4,537.781554164886,0.801801801801802,311.744197747037,atlas_gr
atlas_gr_cluster_4,87.9204185613331,0.928571428571428,1685.38810101096,atlas_gr
atlas_gr_cluster_4,58.6941223633168,0.883333333333333,1029.69842204117,atlas_gr
atlas_gr_cluster_4,431.79161640773,1.07619047619048,869.37258604015,atlas_gr
atlas_gr_cluster_4,882.615431544226,1.26548672566372,960.815345052725,atlas_gr
atlas_gr_cluster_4,69.6491205974634,0.928571428571428,953.990433379127,atlas_gr
